GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
IGF2BP3,7,23310209,23470527,260,47,8816,2.9664,0.0015068,0.00060772,0.02426,0.279747313131313,0.198829680701754,0.65863929098966
CBLC,19,44777861,44800646,46,14,8816,2.9581,0.0015479,0.006287,0.00093762,0.28450402,0.493825042735043,0.340174156862745
ABCB1,7,87503863,87713323,333,45,8816,2.9511,0.0015831,0.00081034,0.015086,0.286067747572816,0.236413479365079,0.598221465517241
RC3H2,9,122849453,122905283,68,15,8816,2.9473,0.0016029,0.0011632,0.031465,0.286067747572816,0.285061546666667,0.715843065512979
INPP5D,2,233059967,233207903,514,69,8816,2.9473,0.0016031,0.00045983,0.067184,0.286067747572816,0.172483171428571,0.831398548387097
BTN1A1,6,26499306,26510425,24,8,8816,2.9424,0.0016285,0.00096983,0.010149,0.286955561904762,0.254581121126761,0.54741137829912
LOC101929008,7,45769085,45805139,104,11,8816,2.9403,0.0016393,0.0048559,0.0054846,0.286955561904762,0.452751383838384,0.47901780952381
FAM167B,1,32247217,32248860,1,1,8816,2.9335,0.0016759,0.001719,0.001719,0.290594735849057,0.343426304347826,0.438325232876712
GLTSCR1L,6,42782052,42868560,106,20,8816,2.9283,0.0017041,0.023298,0.00097567,0.292722971962617,0.632513489051095,0.344861819230769
CARD11,7,2906075,3043945,458,90,8816,2.9216,0.0017409,0.0037068,0.0065255,0.293574128440367,0.425462962962963,0.47901780952381
CD200,3,112332347,112362812,78,18,8816,2.9216,0.001741,0.001387,0.0067856,0.293574128440367,0.324046379746835,0.486492953488372
WDR43,2,28894643,28948220,137,15,8816,2.9173,0.0017653,0.0043986,0.0057941,0.294965581818182,0.440431978609626,0.47901780952381
LAPTM4A,2,20032650,20052028,43,13,8816,2.9115,0.0017986,0.0033908,0.00202,0.297822234234234,0.425462962962963,0.464095
RNF168,3,196468783,196503768,74,13,8816,2.9065,0.0018275,0.00045233,0.023793,0.299905803571429,0.172483171428571,0.656627548291233
SCCPDH,1,246724076,246768137,104,19,8816,2.9,0.0018659,0.0032019,0.0027612,0.303497716814159,0.425462962962963,0.47901780952381
GAK,4,849277,932390,267,39,8816,2.8954,0.0018931,0.006734,0.0021202,0.30485227826087,0.496438694444444,0.464629302325581
WFS1,4,6269850,6303265,138,19,8816,2.8931,0.0019074,0.042148,0.00039643,0.30485227826087,0.671678086206897,0.242879446666667
FGF12,3,192139244,192727599,1382,151,8816,2.8797,0.0019906,0.0025101,0.023664,0.315407137931034,0.397721017241379,0.656024615384615
GINS2,16,85677674,85688982,28,10,8816,2.8719,0.0020403,0.0045483,0.0024619,0.320465173553719,0.441726251308901,0.471351270833333
MYO10,5,16661907,16936276,777,127,8816,2.8687,0.0020607,0.0062703,0.0085687,0.320465173553719,0.493825042735043,0.514033113207547
ARHGAP29,1,94168907,94275068,138,27,8816,2.8653,0.0020828,0.0050382,0.0058041,0.320465173553719,0.4561680591133,0.47901780952381
FARSB,2,222571443,222656355,155,21,8816,2.8635,0.0020947,0.0020477,0.0069775,0.320465173553719,0.374351465346535,0.49029836900369
KLHL42,12,27779958,27803040,40,14,8816,2.8613,0.0021097,0.013174,0.0010549,0.320465173553719,0.552893634311512,0.3616265
C6orf226,6,42890265,42890816,1,1,8816,2.8577,0.0021335,0.002174,0.002174,0.321424016393443,0.380553523809524,0.464629302325581
ZBTB26,9,122918029,122931551,12,7,8816,2.8442,0.0022262,0.0008752,0.015082,0.325670625,0.240232086567164,0.598221465517241
PANO1,11,797511,799185,2,2,8816,2.8429,0.0022351,0.0036841,0.0015332,0.325670625,0.425462962962963,0.42697296969697
TRPV2,17,16415542,16437003,54,15,8816,2.8423,0.0022395,0.003063,0.0070308,0.325670625,0.425462962962963,0.49029836900369
RPS14,5,150444229,150449756,21,6,8816,2.8403,0.0022532,0.0016015,0.0065121,0.325670625,0.332987775280899,0.47901780952381
TEX12,11,112167372,112172556,10,5,8816,2.8398,0.0022571,0.0015604,0.0064571,0.325670625,0.332987775280899,0.47901780952381
C12orf43,12,121002422,121016502,49,13,8816,2.8383,0.002268,0.028773,0.00046875,0.325670625,0.641252886227545,0.246362692307692
SLCO1A2,12,21264600,21403657,410,49,8816,2.8264,0.0023535,0.0018299,0.0164,0.330589363636364,0.350579354166667,0.608586282306163
MACROD2,20,13995500,16053197,5238,286,8816,2.8253,0.0023621,0.015343,0.016598,0.330589363636364,0.588008412371134,0.608586282306163
SCGB2A1,11,62208668,62213939,5,3,8816,2.8246,0.0023668,0.014584,0.00078487,0.330589363636364,0.58020329004329,0.300539804166667
LOC105372811,21,26395033,26413109,50,19,8816,2.8236,0.0023742,0.0026623,0.0055973,0.330589363636364,0.404405570247934,0.47901780952381
LRRIQ4,3,169812947,169838007,49,12,8816,2.8126,0.0024572,0.0042006,0.0047936,0.339573954887218,0.431205011111111,0.47901780952381
RXRA,9,134326463,134440586,278,40,8816,2.7994,0.0025603,0.0083313,0.004544,0.350409294117647,0.502556851851852,0.47901780952381
INHBC,12,57434685,57452062,24,7,8816,2.7959,0.002588,0.0032094,0.0058228,0.350409294117647,0.425462962962963,0.47901780952381
SPATA24,5,139395940,139404155,5,1,8816,2.7953,0.0025928,0.0024501,0.0029582,0.350409294117647,0.3936996,0.47901780952381
KIAA1614,1,180913177,180946103,62,23,8816,2.7892,0.0026416,0.00065398,0.043299,0.354398598540146,0.207244006896552,0.776300466472303
ASAP2,2,9206765,9405683,311,38,8816,2.7855,0.0026724,0.0021409,0.016655,0.355932695652174,0.378362903846154,0.608586282306163
RAET1G,6,149916878,149923152,13,5,8816,2.7815,0.0027053,0.0017534,0.014036,0.357034713286713,0.346532172043011,0.588321938325991
R3HDM2,12,57253764,57431000,185,22,8816,2.7773,0.0027408,0.0016124,0.018186,0.357034713286713,0.332987775280899,0.616815166051661
IL9,5,135892246,135895827,7,4,8816,2.7743,0.0027662,0.0035387,0.0047336,0.357034713286713,0.425462962962963,0.47901780952381
CHAF1A,19,4402612,4448308,102,16,8816,2.7739,0.0027691,0.0036046,0.0077359,0.357034713286713,0.425462962962963,0.500654373239437
SDK1,7,3301448,4269000,2737,133,8816,2.7729,0.0027778,0.051605,0.0028415,0.357034713286713,0.678954831782391,0.47901780952381
TPPP2,14,21030186,21036352,29,12,8816,2.7688,0.0028128,0.0025971,0.0056445,0.359022666666667,0.402077816666667,0.47901780952381
ANP32A,15,68778535,68820922,55,16,8816,2.7608,0.002883,0.0091836,0.0030605,0.365445103448276,0.504795519287834,0.47901780952381
MZT2B,2,130181544,130204794,39,9,8816,2.7555,0.0029305,0.074321,0.00052275,0.366206080536913,0.713719308943089,0.246362692307692
FAM228B,2,24076874,24169638,246,23,8816,2.7529,0.0029531,0.086706,0.00050923,0.366206080536913,0.729802031107045,0.246362692307692
STXBP5,6,147204358,147390476,205,24,8816,2.7523,0.0029585,0.027439,0.0019897,0.366206080536913,0.641252886227545,0.462920075949367
TMED9,5,177592212,177596107,6,5,8816,2.7512,0.0029687,0.0029764,0.0054624,0.366206080536913,0.425462962962963,0.47901780952381
HS3ST1,4,11398364,11429567,71,30,8816,2.7471,0.003006,0.014142,0.0037815,0.3683352,0.568774529540481,0.47901780952381
THAP4,2,241584405,241637525,101,13,8816,2.7406,0.0030667,0.0018311,0.027957,0.369724441558442,0.350579354166667,0.695892032301481
TAB2,6,149217924,149411613,543,57,8816,2.7387,0.0030845,0.0017863,0.018189,0.369724441558442,0.349278659574468,0.616815166051661
PEX11A,15,89681531,89690784,18,6,8816,2.7378,0.0030927,0.0042229,0.0053191,0.369724441558442,0.431205011111111,0.47901780952381
HIST1H3I,6,27871845,27872321,2,2,8816,2.7372,0.0030978,0.0045528,0.0024385,0.369724441558442,0.441726251308901,0.471351270833333
KNTC1,12,122527249,122627311,138,18,8816,2.7348,0.003121,0.00375,0.013083,0.370090193548387,0.425462962962963,0.587935305623472
IGF2BP1,17,48997412,49056145,90,20,8816,2.7207,0.0032568,0.0039789,0.013143,0.383083405063291,0.431205011111111,0.588321938325991
MARK4,19,45251258,45305283,118,19,8816,2.7191,0.0032728,0.0034258,0.010022,0.383083405063291,0.425462962962963,0.54741137829912
CIDEC,3,9866710,9880262,28,9,8816,2.7171,0.0032931,0.003332,0.0076634,0.383083405063291,0.425462962962963,0.497714812720848
DEPTOR,8,119873655,120050918,612,45,8816,2.7111,0.0033531,0.0090722,0.0060766,0.385548864197531,0.504795519287834,0.47901780952381
E2F8,11,19224063,19241655,26,13,8816,2.7074,0.0033911,0.02117,0.0015762,0.385548864197531,0.625399233128834,0.43145052173913
LYRM1,16,20898805,20925006,29,9,8816,2.7067,0.0033981,0.021343,0.0020941,0.385548864197531,0.625399233128834,0.464629302325581
CALN1,7,71779491,72447151,1496,96,8816,2.7067,0.0033982,0.021628,0.0042142,0.385548864197531,0.625399233128834,0.47901780952381
RUNDC3B,7,87627675,87832298,232,22,8816,2.7032,0.0034338,0.0052465,0.018409,0.3857962,0.46638590430622,0.6172477676951
STAP2,19,4324043,4338877,61,16,8816,2.7017,0.0034495,0.0043365,0.0069722,0.3857962,0.437938846153846,0.49029836900369
GRK5,10,119207685,119455619,656,92,8816,2.6991,0.0034759,0.0024537,0.037857,0.3857962,0.3936996,0.751472111468382
XPO5,6,43522330,43576075,62,12,8816,2.6958,0.0035108,0.011172,0.0052935,0.3857962,0.52333893129771,0.47901780952381
LOC105378948,1,1065635,1069326,7,5,8816,2.6948,0.0035212,0.0040875,0.0045993,0.3857962,0.431205011111111,0.47901780952381
TFRC,3,196049284,196082161,100,15,8816,2.6938,0.0035321,0.0074089,0.0050573,0.3857962,0.496438694444444,0.47901780952381
HMGN4,6,26538344,26546937,14,5,8816,2.6919,0.0035524,0.0024633,0.011736,0.3857962,0.3936996,0.576623617021277
ARSG,17,68257159,68450773,415,76,8816,2.6904,0.0035683,0.005941,0.0087421,0.3857962,0.481037797356828,0.514033113207547
MYO9B,19,17075779,17215277,445,63,8816,2.6871,0.0036035,0.031795,0.0014498,0.387198209302326,0.648316332254585,0.4163644375
RXRG,1,165400922,165445355,163,30,8816,2.6853,0.0036234,0.023529,0.0020617,0.387198209302326,0.632513489051095,0.464629302325581
XKR9,8,70669363,71065788,890,34,8816,2.6802,0.0036787,0.0024585,0.048135,0.390835294797688,0.3936996,0.789360603907638
ZNF677,19,53235385,53254858,82,11,8816,2.6754,0.0037325,0.0086766,0.004939,0.393951668571429,0.502556851851852,0.47901780952381
IGFL3,19,46119863,46124705,4,3,8816,2.6737,0.0037509,0.0014571,0.015543,0.393951668571429,0.326603634146341,0.607814243697479
BANK1,4,101790607,102074812,538,52,8816,2.6704,0.0037886,0.0011489,0.044192,0.395650386363636,0.285061546666667,0.777805787965616
FZD2,17,44557444,44561262,4,3,8816,2.6626,0.003877,0.0036291,0.0058796,0.400856629834254,0.425462962962963,0.47901780952381
FCGR1A,1,149781275,149792518,4,2,8816,2.6615,0.0038901,0.0035534,0.0066972,0.400856629834254,0.425462962962963,0.486492953488372
FAM184A,6,118959829,119149193,454,63,8816,2.6593,0.0039153,0.0032199,0.022573,0.400856629834254,0.425462962962963,0.641411257668712
MRPS18A,6,43671197,43687812,33,9,8816,2.6576,0.0039352,0.0038906,0.0083871,0.400856629834254,0.431205011111111,0.514033113207547
TGOLN2,2,85318018,85328296,29,7,8816,2.6565,0.0039475,0.010143,0.0036793,0.400856629834254,0.510854417344173,0.47901780952381
CLU,8,27596917,27615031,27,10,8816,2.6538,0.0039801,0.0026251,0.014526,0.401946362637363,0.402077816666667,0.588321938325991
ADGRF2,6,47656590,47697797,151,9,8816,2.651,0.0040125,0.063227,0.001098,0.402233881081081,0.695712148414123,0.3616265
ZNF215,11,6926418,7005354,210,35,8816,2.6493,0.0040331,0.017257,0.0039064,0.402233881081081,0.60763153256705,0.47901780952381
LOC105375112,7,31567,37465,3,3,8816,2.648,0.0040486,0.004574,0.0041905,0.402233881081081,0.441726251308901,0.47901780952381
POLR1C,6,43517039,43550984,37,8,8816,2.6427,0.004113,0.0091598,0.0047511,0.406435161290323,0.504795519287834,0.47901780952381
GLRA3,4,174624141,174829315,623,78,8816,2.6407,0.0041366,0.024456,0.0040645,0.406581326203209,0.637642646239554,0.47901780952381
SLCO1B7,12,21015696,21090106,248,23,8816,2.6352,0.004204,0.038245,0.0023695,0.411008085106383,0.662440790216369,0.471219720430107
RNASE10,14,20510472,20511122,2,1,8816,2.6287,0.0042851,0.0044184,0.004344,0.416720306878307,0.440431978609626,0.47901780952381
MUC1,1,155185824,155192915,1,1,8816,2.6199,0.0043973,0.004481,0.004481,0.419448479591837,0.440431978609626,0.47901780952381
KIF12,9,114091623,114100084,15,8,8816,2.6196,0.0044013,0.0096541,0.0041375,0.419448479591837,0.510854417344173,0.47901780952381
SCN1A,2,165989160,166149272,461,45,8816,2.6182,0.0044192,0.0041579,0.019996,0.419448479591837,0.431205011111111,0.619274056761269
GPR21,9,123030013,123039101,3,3,8816,2.616,0.0044478,0.0020011,0.01226,0.419448479591837,0.371517353535354,0.576852810126582
C22orf31,22,29058672,29073966,48,14,8816,2.6157,0.0044527,0.0048577,0.014015,0.419448479591837,0.452751383838384,0.588321938325991
CEP89,19,32878998,32972029,303,26,8816,2.6155,0.0044543,0.0023175,0.024559,0.419448479591837,0.3936996,0.664792960235641
GPS2,17,7312659,7315339,5,4,8816,2.6141,0.0044729,0.0060017,0.0053046,0.419448479591837,0.482430855895197,0.47901780952381
CCSER1,4,90127394,91602219,3810,228,8816,2.6111,0.0045128,0.032669,0.016163,0.419741646464646,0.648316332254585,0.608586282306163
ZBTB6,9,122908056,122913328,7,4,8816,2.6104,0.0045217,0.0035485,0.013853,0.419741646464646,0.425462962962963,0.588321938325991
