GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
TESC,12,117038923,117099446,179,29,8816,2.9522,0.0015773,0.0037041,0.0063814,0.314808506521739,0.456009933774834,0.497596020849421
INPP5D,2,233059967,233207903,514,74,8816,2.9419,0.0016309,0.00045983,0.052811,0.322006298924731,0.222194696315789,0.817031848739496
FAM167B,1,32247217,32248860,1,1,8816,2.9345,0.0016702,0.001719,0.001719,0.322329608333333,0.389682444444444,0.497596020849421
ARSG,17,68257159,68450773,415,79,8816,2.9336,0.0016753,0.005941,0.0052747,0.322329608333333,0.505040009259259,0.497596020849421
FGF12,3,192139244,192727599,1382,155,8816,2.9318,0.0016852,0.0025101,0.01913,0.322329608333333,0.438956725714286,0.623569667832168
RNF168,3,196468783,196503768,74,13,8816,2.9168,0.0017681,0.00045233,0.02444,0.328716524,0.222194696315789,0.67690142081448
PTBP1,19,797392,812327,40,12,8816,2.9165,0.00177,0.0014416,0.0068905,0.328716524,0.376834791549296,0.497596020849421
IGF2BP3,7,23310209,23470527,260,46,8816,2.9144,0.0017819,0.00060772,0.027713,0.328716524,0.246134626521739,0.70552064738292
GAK,4,849277,932390,267,39,8816,2.9129,0.0017902,0.006734,0.0017671,0.328716524,0.517515672463768,0.497596020849421
SDK1,7,3301448,4269000,2737,133,8816,2.9027,0.0018498,0.051605,0.0011976,0.336297302970297,0.685156189443239,0.439806624
CHAF1A,19,4402612,4448308,102,16,8816,2.8774,0.002005,0.0036046,0.0069863,0.355890535238095,0.456009933774834,0.497596020849421
C12orf43,12,121002422,121016502,49,13,8816,2.8743,0.0020244,0.028773,0.00041125,0.355890535238095,0.650756428223844,0.359589166666667
KIAA1614,1,180913177,180946103,62,25,8816,2.8727,0.0020349,0.00065398,0.028589,0.355890535238095,0.255497462978723,0.712316395128552
GLTSCR1L,6,42782052,42868560,106,20,8816,2.8727,0.0020351,0.023298,0.00097281,0.355890535238095,0.643161108469539,0.41963030212766
C6orf226,6,42890265,42890816,1,1,8816,2.8591,0.002124,0.002174,0.002174,0.367932905660377,0.424670085106383,0.497596020849421
LOC105372811,21,26395033,26413109,50,19,8816,2.8463,0.0022116,0.0026623,0.0052955,0.377138787272727,0.444410478181818,0.497596020849421
FARSB,2,222571443,222656355,155,21,8816,2.8409,0.0022497,0.0020477,0.010154,0.377138787272727,0.419601967032967,0.548375729411765
TEX12,11,112167372,112172556,10,5,8816,2.8401,0.0022548,0.0015604,0.007503,0.377138787272727,0.379575497435897,0.5073650125
INHBC,12,57434685,57452062,24,7,8816,2.8395,0.0022593,0.0032094,0.0052439,0.377138787272727,0.456009933774834,0.497596020849421
HNF1A,12,120977787,121002512,79,17,8816,2.8331,0.0023051,0.044139,0.00033036,0.379054893442623,0.683012788321168,0.337003906666667
PANO1,11,797511,799185,2,2,8816,2.8317,0.0023148,0.0036841,0.0016421,0.379054893442623,0.456009933774834,0.497596020849421
HMGN4,6,26538344,26546937,14,5,8816,2.8233,0.0023763,0.0024633,0.010244,0.379054893442623,0.434914563461538,0.550000959064327
PPAP2A,5,55424842,55535370,228,20,8816,2.8222,0.0023851,0.0013661,0.033777,0.379054893442623,0.376096964705882,0.738349135714286
MYO9B,19,17075779,17215277,445,63,8816,2.8162,0.0024296,0.031795,0.0011682,0.379054893442623,0.656893518599562,0.439806624
CIDEC,3,9866710,9880262,28,9,8816,2.8157,0.0024337,0.003332,0.0071884,0.379054893442623,0.456009933774834,0.501876048669202
KLHL42,12,27779958,27803040,40,14,8816,2.8107,0.0024718,0.013174,0.0010741,0.379054893442623,0.567730886310905,0.41963030212766
GINS2,16,85677674,85688982,28,10,8816,2.8086,0.0024877,0.0045483,0.002619,0.379054893442623,0.468261603333333,0.497596020849421
RXRA,9,134326463,134440586,278,41,8816,2.8083,0.0024903,0.0083313,0.0046052,0.379054893442623,0.521374865384615,0.497596020849421
WDR43,2,28894643,28948220,137,15,8816,2.8062,0.0025068,0.0043986,0.0057293,0.379054893442623,0.467500693181818,0.497596020849421
ZBTB26,9,122918029,122931551,12,6,8816,2.806,0.0025077,0.0008752,0.01536,0.379054893442623,0.287139053928571,0.605011071283096
WFS1,4,6269850,6303265,138,19,8816,2.8047,0.0025185,0.042148,0.00054547,0.379054893442623,0.6792177504363,0.3846839
SPATA24,5,139395940,139404155,5,1,8816,2.7899,0.0026364,0.0024501,0.0030313,0.387831671428571,0.434914563461538,0.497596020849421
R3HDM2,12,57253764,57431000,185,22,8816,2.7872,0.002658,0.0016124,0.022354,0.387831671428571,0.379575497435897,0.652566213036566
RAET1G,6,149916878,149923152,13,5,8816,2.7871,0.002659,0.0017534,0.01095,0.387831671428571,0.392633302439024,0.565261568627451
KNTC1,12,122527249,122627311,138,19,8816,2.7868,0.0026613,0.00375,0.012576,0.387831671428571,0.456009933774834,0.596005669172932
TPPP2,14,21030186,21036352,29,12,8816,2.7832,0.0026911,0.0025971,0.0059091,0.388349291603053,0.442220974311927,0.497596020849421
IGF2BP1,17,48997412,49056145,90,20,8816,2.7806,0.0027126,0.0039789,0.0085308,0.388349291603053,0.458821833136095,0.529197802702703
RC3H2,9,122849453,122905283,68,15,8816,2.7759,0.0027522,0.0011632,0.031583,0.388349291603053,0.33372935,0.728551565326633
SCGB2A1,11,62208668,62213939,5,3,8816,2.7749,0.0027609,0.014584,0.00107,0.388349291603053,0.595092017777778,0.41963030212766
TRPV2,17,16415542,16437003,54,15,8816,2.7738,0.0027706,0.003063,0.0080135,0.388349291603053,0.456009933774834,0.522001707801418
SLCO1A2,12,21264600,21403657,410,50,8816,2.7685,0.0028161,0.0018299,0.0165,0.391736577272727,0.395560684705882,0.613305668016194
LRRIQ4,3,169812947,169838007,49,12,8816,2.7594,0.0028955,0.0042006,0.0049517,0.397085101492537,0.458821833136095,0.497596020849421
MACROD2,20,13995500,16053197,5238,283,8816,2.7591,0.0028978,0.015343,0.020879,0.397085101492537,0.602335712473573,0.631797763157895
DEPTOR,8,119873655,120050918,612,44,8816,2.7447,0.0030279,0.0090722,0.0060299,0.409678048951049,0.522921510769231,0.497596020849421
HIST1H3I,6,27871845,27872321,2,2,8816,2.7419,0.0030543,0.0045528,0.0024385,0.409678048951049,0.468261603333333,0.497596020849421
RAET1E,6,149864397,149898321,92,11,8816,2.7353,0.0031166,0.0094292,0.0059548,0.409678048951049,0.524663546666667,0.497596020849421
IL9,5,135892246,135895827,7,4,8816,2.735,0.0031189,0.0035387,0.0048044,0.409678048951049,0.456009933774834,0.497596020849421
FAM228B,2,24076874,24169638,246,23,8816,2.7309,0.0031584,0.086706,0.00060679,0.409678048951049,0.733786775322284,0.397809768387097
NSD1,5,177133025,177300213,285,24,8816,2.7306,0.0031614,0.01855,0.0027139,0.409678048951049,0.63531877972028,0.497596020849421
MYO10,5,16661907,16936276,777,123,8816,2.7299,0.0031672,0.0062703,0.0093588,0.409678048951049,0.517515672463768,0.536415606832298
CALN1,7,71779491,72447151,1496,95,8816,2.7292,0.0031744,0.021628,0.0034183,0.409678048951049,0.636501515625,0.497596020849421
WIPI1,17,68421281,68457512,82,23,8816,2.7275,0.0031905,0.0067516,0.0061135,0.409678048951049,0.517515672463768,0.497596020849421
TMED9,5,177592212,177596107,6,5,8816,2.7201,0.0032628,0.0029764,0.0055931,0.416052316666667,0.456009933774834,0.497596020849421
ASAP2,2,9206765,9405683,311,39,8816,2.7152,0.0033122,0.0021409,0.024375,0.418427219178082,0.422701137634409,0.67690142081448
ARHGAP29,1,94168907,94275068,138,27,8816,2.7137,0.003327,0.0050382,0.0064358,0.418427219178082,0.48183035625,0.497596020849421
PEX11A,15,89681531,89690784,18,6,8816,2.7081,0.0033831,0.0042229,0.0070183,0.420849595945946,0.458821833136095,0.497596020849421
TGOLN2,2,85318018,85328296,29,7,8816,2.7073,0.0033921,0.010143,0.0037069,0.420849595945946,0.527508885154062,0.497596020849421
LOC101929008,7,45769085,45805139,104,11,8816,2.705,0.0034153,0.0048559,0.0068019,0.420884151677852,0.478914345454545,0.497596020849421
GRK5,10,119207685,119455619,656,92,8816,2.6977,0.0034912,0.0024537,0.033488,0.426411849006622,0.434914563461538,0.73775657245509
CCDC150,2,196639632,196732806,125,18,8816,2.6962,0.0035066,0.01021,0.0062693,0.426411849006622,0.527508885154062,0.497596020849421
TFRC,3,196049284,196082161,100,15,8816,2.6898,0.0035752,0.0074089,0.0048497,0.431278975163399,0.517515672463768,0.497596020849421
STXBP5,6,147204358,147390476,205,24,8816,2.688,0.0035936,0.027439,0.0018643,0.431278975163399,0.650756428223844,0.497596020849421
LOC105378948,1,1065635,1069326,7,4,8816,2.6837,0.0036409,0.0040875,0.0047218,0.434118219480519,0.458821833136095,0.497596020849421
THAP4,2,241584405,241637525,101,13,8816,2.6767,0.0037172,0.0018311,0.031453,0.438522225641026,0.395560684705882,0.728551565326633
E2F8,11,19224063,19241655,26,13,8816,2.676,0.0037256,0.02117,0.0014948,0.438522225641026,0.636501515625,0.497596020849421
ANP32A,15,68778535,68820922,55,16,8816,2.6691,0.0038024,0.0091836,0.0031863,0.440526322012579,0.522921510769231,0.497596020849421
MARK4,19,45251258,45305283,118,20,8816,2.6685,0.0038097,0.0034258,0.013416,0.440526322012579,0.456009933774834,0.598890231481481
LYRM1,16,20898805,20925006,29,9,8816,2.6681,0.0038146,0.021343,0.0017558,0.440526322012579,0.636501515625,0.497596020849421
B4GALT7,5,177600118,177610347,27,11,8816,2.6623,0.0038808,0.0033132,0.0091705,0.441462301204819,0.456009933774834,0.536415606832298
CCSER1,4,90127394,91602219,3810,226,8816,2.6601,0.0039055,0.032669,0.013726,0.441462301204819,0.656893518599562,0.598890231481481
SMARCA2,9,2015219,2193624,515,93,8816,2.6555,0.00396,0.016469,0.0049345,0.441462301204819,0.617052953156823,0.497596020849421
CLU,8,27596917,27615031,27,10,8816,2.6548,0.0039672,0.0026251,0.016587,0.441462301204819,0.442220974311927,0.613320003976143
RUNDC3B,7,87627675,87832298,232,22,8816,2.6536,0.0039816,0.0052465,0.021465,0.441462301204819,0.491814114141414,0.641922361563518
LOC105375112,7,31567,37465,3,3,8816,2.653,0.0039889,0.004574,0.0042629,0.441462301204819,0.468261603333333,0.497596020849421
HS3ST1,4,11398364,11429567,71,30,8816,2.6528,0.003991,0.014142,0.0043871,0.441462301204819,0.583540233707865,0.497596020849421
ARL5C,17,39156894,39166161,37,13,8816,2.6503,0.0040206,0.0084578,0.0064255,0.442073396407186,0.521374865384615,0.497596020849421
MZT2B,2,130181544,130204794,39,9,8816,2.6467,0.0040637,0.074321,0.00066192,0.443221750837989,0.718128986693961,0.397809768387097
BANK1,4,101790607,102074812,538,51,8816,2.6428,0.0041111,0.0011489,0.059497,0.443221750837989,0.33372935,0.822861355215171
POLR1C,6,43517039,43550984,37,8,8816,2.6411,0.0041314,0.0091598,0.0044623,0.443221750837989,0.522921510769231,0.497596020849421
FZD2,17,44557444,44561262,4,3,8816,2.6404,0.0041405,0.0036291,0.0063369,0.443221750837989,0.456009933774834,0.497596020849421
SLCO1B7,12,21015696,21090106,248,23,8816,2.6364,0.0041898,0.038245,0.0018214,0.443221750837989,0.669985660952381,0.497596020849421
ZNF215,11,6926418,7005354,210,35,8816,2.6361,0.0041927,0.017257,0.0032791,0.443221750837989,0.621319674509804,0.497596020849421
XPO5,6,43522330,43576075,62,12,8816,2.6354,0.0042018,0.011172,0.005577,0.443221750837989,0.539275596858639,0.497596020849421
CCDC9,19,47256474,47271953,35,5,8816,2.6314,0.0042513,0.0065735,0.0093572,0.443221750837989,0.517515672463768,0.536415606832298
RXRG,1,165400922,165445355,163,30,8816,2.6283,0.0042909,0.023529,0.002153,0.443221750837989,0.643161108469539,0.497596020849421
RNF34,12,121400083,121424352,57,8,8816,2.628,0.0042945,0.010029,0.01197,0.443221750837989,0.527508885154062,0.591881489361702
TSSK1B,5,113432554,113435031,13,6,8816,2.6278,0.0042969,0.0034833,0.013398,0.443221750837989,0.456009933774834,0.598890231481481
SLC22A10,11,63268720,63311774,97,13,8816,2.6259,0.0043207,0.005458,0.014316,0.443221750837989,0.494507655172414,0.604471986238532
FCGR1A,1,149781275,149792518,4,2,8816,2.6216,0.0043763,0.0035534,0.0070971,0.444187939226519,0.456009933774834,0.500417264367816
MUC1,1,155185824,155192915,1,1,8816,2.6214,0.0043785,0.004481,0.004481,0.444187939226519,0.467500693181818,0.497596020849421
ZDHHC21,9,14555501,14693482,479,64,8816,2.6146,0.0044664,0.027019,0.0037388,0.450615586813187,0.650756428223844,0.497596020849421
XKR9,8,70669363,71065788,890,34,8816,2.6116,0.0045066,0.0024585,0.057128,0.452186826229508,0.434914563461538,0.822861355215171
MRPS18A,6,43671197,43687812,33,9,8816,2.6062,0.0045778,0.0038906,0.012938,0.456834584782609,0.458821833136095,0.596005669172932
PRELID1,5,177303762,177306959,6,4,8816,2.6021,0.0046328,0.0056127,0.0070001,0.458441009045226,0.495482679807692,0.497596020849421
THBS3,1,155195584,155209180,11,4,8816,2.5953,0.0047249,0.0026877,0.015008,0.458441009045226,0.444608535135135,0.605011071283096
APOBEC3A,22,38957522,38963183,5,3,8816,2.5911,0.004783,0.0075788,0.0044922,0.458441009045226,0.517515672463768,0.497596020849421
SNX5,20,17941596,17968991,85,12,8816,2.5911,0.0047837,0.037404,0.0026401,0.458441009045226,0.668180700970874,0.497596020849421
IGFL3,19,46119863,46124705,4,3,8816,2.5893,0.0048079,0.0014571,0.022803,0.458441009045226,0.376834791549296,0.660423794952681
SKOR2,18,47206203,47249630,69,15,8816,2.5884,0.0048212,0.0029315,0.017968,0.458441009045226,0.456009933774834,0.615781586837294
GCAT,22,37807900,37817327,21,7,8816,2.5866,0.0048464,0.0035544,0.024319,0.458441009045226,0.456009933774834,0.67690142081448
HAUS6,9,19053137,19102942,187,22,8816,2.5864,0.0048496,0.020931,0.0036212,0.458441009045226,0.636501515625,0.497596020849421
GPS2,17,7312659,7315339,5,4,8816,2.5854,0.0048633,0.0060017,0.005682,0.458441009045226,0.506277400917431,0.497596020849421
GPR21,9,123030013,123039101,3,3,8816,2.5836,0.004889,0.0020011,0.014411,0.458441009045226,0.417547706818182,0.60485601826484
STAP2,19,4324043,4338877,61,16,8816,2.5826,0.004903,0.0043365,0.01163,0.458441009045226,0.465653877192982,0.589506192837466
FBXW4,10,101610664,101695037,92,19,8816,2.5814,0.0049207,0.0071553,0.012942,0.458441009045226,0.517515672463768,0.596005669172932
FAM184A,6,118959829,119149193,454,61,8816,2.5801,0.0049381,0.0032199,0.023622,0.458441009045226,0.456009933774834,0.674567906687403
TRIM26,6,30184453,30213494,96,20,8816,2.5797,0.004944,0.0031212,0.03522,0.458441009045226,0.456009933774834,0.743344413793103
ZNF677,19,53235385,53254858,82,11,8816,2.578,0.0049684,0.0086766,0.0062401,0.458441009045226,0.521374865384615,0.497596020849421
