GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
ZFP37,9,113041815,113056791,14,9,9675,2.8326,0.0023088,0.017672,0.00061842,0.374829583333333,0.58646069133574,0.330105310857143
NMU,4,55595229,55636698,107,19,9675,2.83,0.0023275,0.0015424,0.01764,0.374829583333333,0.465260961956522,0.55077
TPMT,6,18128311,18155165,67,14,9675,2.8152,0.0024375,0.0022906,0.0060894,0.38913097826087,0.465260961956522,0.473487352380952
ANKRD37,4,185396686,185400243,11,5,9675,2.8046,0.002519,0.0024331,0.0049773,0.396570091452991,0.470202977894737,0.473487352380952
FAM103A1,15,82986203,82991057,3,2,9675,2.8035,0.0025273,0.0022177,0.0038241,0.396570091452991,0.465260961956522,0.473487352380952
CPNE4,3,131533560,132285547,2507,138,9675,2.7957,0.0025896,0.0098261,0.014022,0.402902257627119,0.551673914067278,0.511121621153846
MVK,12,109573353,109597270,56,13,9675,2.7863,0.002666,0.0060896,0.0025982,0.408442604918033,0.513191183817427,0.473487352380952
SLC35E1,19,16549837,16572382,29,11,9675,2.7833,0.0026905,0.0034101,0.006868,0.408442604918033,0.508698146368715,0.473487352380952
MSH3,5,80654648,80876815,560,42,9675,2.783,0.0026926,0.004887,0.010173,0.408442604918033,0.508698146368715,0.487639966057441
PLXNA1,3,126982119,127037392,130,18,9675,2.7804,0.0027142,0.004043,0.0048271,0.408442604918033,0.508698146368715,0.473487352380952
CA5A,16,87888019,87936569,175,44,9675,2.775,0.00276,0.0077789,0.0043164,0.411958048780488,0.52541037032967,0.473487352380952
LOC101928208,7,29720497,29742604,73,13,9675,2.764,0.0028553,0.0016899,0.023882,0.413572281560284,0.465260961956522,0.588915375335121
ATP1B3,3,141876628,141926540,139,19,9675,2.7638,0.0028565,0.0044792,0.010161,0.413572281560284,0.508698146368715,0.487639966057441
LENG1,19,54155639,54159743,7,6,9675,2.7626,0.0028672,0.0044799,0.0035856,0.413572281560284,0.508698146368715,0.473487352380952
NUAK1,12,106063347,106140033,182,46,9675,2.76,0.0028898,0.016407,0.0035201,0.413572281560284,0.583226723404255,0.473487352380952
IPMK,10,58191517,58267937,246,17,9675,2.7591,0.002898,0.033459,0.0019571,0.413572281560284,0.66268093655914,0.466628557142857
C11orf30,11,76444928,76552899,170,22,9675,2.7467,0.0030097,0.0020375,0.023359,0.413572281560284,0.465260961956522,0.58768620782726
CALM3,19,46601255,46610782,13,6,9675,2.7466,0.0030105,0.010055,0.0016629,0.413572281560284,0.554251879310345,0.432962107042254
FGF14,13,101719784,102401774,1464,122,9675,2.7459,0.0030169,0.012879,0.0058912,0.413572281560284,0.5766395,0.473487352380952
UBE2D1,10,58334979,58370753,51,14,9675,2.7457,0.003019,0.0045868,0.015425,0.413572281560284,0.508698146368715,0.520304702898551
POT1,7,124822386,124929983,261,17,9675,2.7449,0.0030261,0.011171,0.0039287,0.413572281560284,0.557697924528302,0.473487352380952
FBP2,9,94558714,94593832,152,22,9675,2.7397,0.0030751,0.047201,0.0007988,0.413572281560284,0.668641096484667,0.361074655957447
FAM20B,1,179025809,179076567,136,20,9675,2.7383,0.0030878,0.005261,0.0074821,0.413572281560284,0.513191183817427,0.473605614041096
ADAMTS13,9,133414339,133459403,106,20,9675,2.7363,0.0031064,0.0039,0.0091158,0.413572281560284,0.508698146368715,0.479228805882353
CD209,19,7739988,7747605,15,8,9675,2.7353,0.0031164,0.0013818,0.013772,0.413572281560284,0.459766336206897,0.511121621153846
NDNF,4,121035627,121072518,82,20,9675,2.7343,0.0031257,0.0037983,0.01493,0.413572281560284,0.508698146368715,0.518200926553672
USP36,17,78787385,78840898,89,18,9675,2.7322,0.0031458,0.0016116,0.024866,0.413572281560284,0.465260961956522,0.598312657142857
ITGB3BP,1,63440770,63529159,164,17,9675,2.7291,0.0031757,0.0032057,0.022342,0.413572281560284,0.508698146368715,0.584297404558405
MS4A6E,11,60334882,60340968,18,8,9675,2.729,0.0031763,0.037049,0.00064919,0.413572281560284,0.664900573913043,0.331068866944444
PCBP2,12,53452102,53481162,20,7,9675,2.725,0.0032152,0.0017252,0.015802,0.415689132394366,0.465260961956522,0.524609254972875
FBXO46,19,45710629,45730893,17,9,9675,2.7178,0.0032854,0.0042087,0.0055329,0.420838925517241,0.508698146368715,0.473487352380952
MCM7,7,100092728,100101940,17,6,9675,2.7143,0.003321,0.058221,0.00069685,0.420838925517241,0.678866013249211,0.339511054473684
TMEFF2,2,191949046,192194940,395,64,9675,2.714,0.0033238,0.27719,0.00014815,0.420838925517241,0.845367906976744,0.21418277
KHDRBS2,6,61630484,62286195,1312,58,9675,2.7069,0.0033954,0.004523,0.018683,0.425416746258503,0.508698146368715,0.552243434991974
AP2A1,19,49766923,49807112,88,19,9675,2.7059,0.0034063,0.0042315,0.0076243,0.425416746258503,0.508698146368715,0.474489910847458
KCNJ11,11,17364824,17389331,66,14,9675,2.6991,0.0034765,0.015053,0.0016686,0.426785553333333,0.576947864300626,0.432962107042254
CHMP3,2,86503430,86563497,106,15,9675,2.6991,0.0034768,0.006873,0.0043948,0.426785553333333,0.513290773170732,0.473487352380952
PTOV1,19,49848844,49860742,23,9,9675,2.6981,0.003487,0.0067367,0.0045179,0.426785553333333,0.513191183817427,0.473487352380952
MPPED1,22,43412014,43507808,290,59,9675,2.692,0.0035508,0.002301,0.025627,0.429020218709677,0.465260961956522,0.602838098591549
GJA4,1,34792958,34795750,9,4,9675,2.6895,0.0035776,0.0030527,0.0060289,0.429020218709677,0.508698146368715,0.473487352380952
C9orf78,9,129827285,129835293,41,5,9675,2.6881,0.003593,0.0030667,0.016867,0.429020218709677,0.508698146368715,0.540105815652174
CYP4F22,19,15508484,15552317,106,32,9675,2.6859,0.0036169,0.014207,0.0030437,0.429020218709677,0.576947864300626,0.473487352380952
HSD17B7,1,162790702,162812818,30,14,9675,2.6854,0.0036221,0.24377,0.00013065,0.429020218709677,0.830741426502534,0.21418277
C17orf49,17,7014737,7017524,5,2,9675,2.6821,0.0036582,0.010445,0.0015506,0.43051855,0.554251879310345,0.432962107042254
LOC105378249,12,51839120,51846959,13,7,9675,2.6772,0.0037115,0.0026653,0.0086679,0.431785088607595,0.483939640196078,0.477491985459941
CCDC175,14,59505067,59582114,260,24,9675,2.6768,0.003716,0.0047251,0.013834,0.431785088607595,0.508698146368715,0.511121621153846
PNPO,17,47941523,47949308,14,7,9675,2.6671,0.0038259,0.0023247,0.015236,0.439388241875,0.465260961956522,0.520304702898551
SLCO1C1,12,20695355,20753386,210,36,9675,2.6668,0.0038293,0.037371,0.0034819,0.439388241875,0.664900573913043,0.473487352380952
ALG6,1,63367590,63438562,135,23,9675,2.6511,0.0040111,0.0023657,0.035186,0.446364989714286,0.465283464893617,0.668024585315409
SIGLEC8,19,51450997,51458454,14,6,9675,2.6486,0.004041,0.0030254,0.010842,0.446364989714286,0.508698146368715,0.498244126550869
NOTUM,17,81952507,81961823,22,5,9675,2.6472,0.0040581,0.0029143,0.011478,0.446364989714286,0.508698146368715,0.504125842105263
CR1,1,207496128,207641765,191,29,9675,2.6448,0.0040869,0.016097,0.0052643,0.446364989714286,0.582772256862745,0.473487352380952
SCN9A,2,166195185,166375987,448,58,9675,2.6447,0.0040886,0.0094796,0.0070252,0.446364989714286,0.547282944654088,0.473487352380952
GP6,19,55013705,55038264,97,17,9675,2.6441,0.0040955,0.038951,0.0020247,0.446364989714286,0.664900573913043,0.473487352380952
STKLD1,9,133376413,133406096,83,13,9675,2.6398,0.0041473,0.0024604,0.029298,0.446364989714286,0.470525870833333,0.633547681978799
IFFO2,1,18904280,18956667,163,38,9675,2.6396,0.0041505,0.014568,0.006374,0.446364989714286,0.576947864300626,0.473487352380952
WNT7B,22,45920362,45977128,194,51,9675,2.6393,0.0041543,0.0022725,0.036983,0.446364989714286,0.465260961956522,0.681419052156469
RPS16,19,39433207,39436020,12,5,9675,2.6348,0.0042095,0.0063168,0.0066237,0.446364989714286,0.513191183817427,0.473487352380952
TMEM8C,9,133514586,133528606,29,13,9675,2.634,0.0042187,0.010474,0.0041763,0.446364989714286,0.554251879310345,0.473487352380952
PEAK1,15,77100829,77420104,350,31,9675,2.6334,0.0042264,0.013768,0.00823,0.446364989714286,0.5766395,0.474848122981366
C7orf77,7,124777292,124790810,16,8,9675,2.6321,0.0042432,0.0081285,0.0038028,0.446364989714286,0.527318485865724,0.473487352380952
SULT4A1,22,43824507,43862498,118,17,9675,2.6315,0.0042506,0.007028,0.011335,0.446364989714286,0.5166075728,0.504125842105263
MTFR1,8,65643873,65771252,285,29,9675,2.6312,0.0042548,0.0070348,0.014477,0.446364989714286,0.5166075728,0.511121621153846
REXO4,9,133406058,133418172,43,8,9675,2.6281,0.0042935,0.0047047,0.015965,0.44786571875,0.508698146368715,0.525271388888889
POLH,6,43576141,43620523,43,14,9675,2.6249,0.0043331,0.013813,0.00659,0.449442841242938,0.5766395,0.473487352380952
PPP1R12C,19,55090913,55117600,34,12,9675,2.6206,0.0043882,0.052373,0.00085542,0.451200630167598,0.674427928903655,0.361074655957447
PSMA6,14,35278558,35317479,100,17,9675,2.6198,0.0043992,0.0060373,0.0087416,0.451200630167598,0.513191183817427,0.477491985459941
HOXB1,17,48529445,48530910,2,1,9675,2.6122,0.0044978,0.0043416,0.0048928,0.457707113259669,0.508698146368715,0.473487352380952
PPAP2A,5,55424842,55535370,227,19,9675,2.6111,0.0045125,0.0043014,0.035467,0.457707113259669,0.508698146368715,0.670169404102564
MXD1,2,69915041,69942945,42,8,9675,2.6091,0.0045388,0.0061778,0.011811,0.457845215384615,0.513191183817427,0.510199888392857
COPZ2,17,48026167,48048091,54,15,9675,2.6059,0.0045823,0.0014525,0.032943,0.459707353551913,0.459766336206897,0.653450250268528
PRR16,5,120464278,120687332,647,68,9675,2.603,0.0046204,0.0057018,0.020613,0.461010454347826,0.513191183817427,0.57251749924357
MSANTD3,9,100427213,100451734,55,9,9675,2.6003,0.0046569,0.057204,0.00092437,0.461557041176471,0.678866013249211,0.361074655957447
MDH1,2,63588609,63607197,23,6,9675,2.598,0.0046883,0.011566,0.0079588,0.461557041176471,0.560264364116095,0.474848122981366
L3HYPDH,14,59465511,59484438,62,13,9675,2.5971,0.0047013,0.0023315,0.036414,0.461557041176471,0.465260961956522,0.675960188068756
ZNF180,19,44474428,44501750,91,17,9675,2.5938,0.0047464,0.0057604,0.012052,0.463506157446808,0.513191183817427,0.510199888392857
FNDC5,1,32862268,32872492,12,6,9675,2.5893,0.0048089,0.0071419,0.0081071,0.463656064397906,0.519001868846154,0.474848122981366
CCDC88B,11,64340197,64357534,32,10,9675,2.5887,0.0048171,0.013347,0.004979,0.463656064397906,0.5766395,0.473487352380952
LOC102725022,15,31214222,31219598,11,7,9675,2.5882,0.0048237,0.0058979,0.0075634,0.463656064397906,0.513191183817427,0.473912834812287
ZNF229,19,44426251,44448725,69,15,9675,2.5755,0.0050042,0.0084615,0.0069915,0.478500561458333,0.536962765862069,0.473487352380952
UFSP2,4,185399540,185425985,60,12,9675,2.5707,0.0050752,0.006198,0.010538,0.48044745927835,0.513191183817427,0.48943425
SLC7A5,16,87830023,87869497,167,34,9675,2.5705,0.0050769,0.054281,0.0017062,0.48044745927835,0.674427928903655,0.435057302777778
MTAP,9,21802636,21865971,126,22,9675,2.5678,0.0051166,0.013212,0.0061437,0.480651667005076,0.5766395,0.473487352380952
GORAB,1,170532122,170553834,27,11,9675,2.566,0.0051437,0.0050708,0.012782,0.480651667005076,0.508714848087432,0.511121621153846
ERGIC1,5,172834220,172952685,282,63,9675,2.5651,0.0051576,0.006636,0.017963,0.480651667005076,0.513191183817427,0.552243434991974
EEPD1,7,36153227,36301543,407,61,9675,2.5616,0.0052096,0.0050623,0.020087,0.481244893953488,0.508714848087432,0.568649579109063
CCDC85C,14,99511266,99604390,324,39,9675,2.5584,0.0052579,0.0024975,0.08709,0.481244893953488,0.472696932989691,0.83622994418362
