GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
ZFAND1,8,81701331,81721304,60,14,9675,3.5446,0.00019658,0.00098021,0.00034317,0.101813248888889,0.274761147826087,0.164887848
RP9,7,33094797,33109390,27,8,9675,3.542,0.00019852,0.0046553,0.00019768,0.101813248888889,0.431308459330144,0.139714141538462
SIRPB1,20,1564383,1626497,48,15,9675,3.5408,0.00019946,0.00098182,0.00025248,0.101813248888889,0.274761147826087,0.154652416
RTN4R,22,20241415,20268293,34,15,9675,3.4613,0.00026882,4.3273e-05,0.0070136,0.130513122105263,0.0378659356190476,0.436589552095808
L3HYPDH,14,59465511,59484438,62,13,9675,3.4602,0.00026989,0.00022721,0.0016868,0.130513122105263,0.104839674,0.367733674418605
RC3H2,9,122849453,122905283,68,15,9675,3.4421,0.0002886,0.00022514,0.0021428,0.135495436,0.104839674,0.416245414736842
CYP4X1,1,46961364,47050751,155,24,9675,3.4362,0.00029494,0.00019483,0.0031263,0.135495436,0.102291316571429,0.436589552095808
NKPD1,19,45149111,45162841,19,10,9675,3.4257,0.00030664,0.0032454,0.00016276,0.135555051162791,0.390147701960784,0.124619906666667
UBAP1L,15,65092760,65106647,9,4,9675,3.4165,0.00031711,0.00097958,0.00021548,0.135555051162791,0.274761147826087,0.141416445714286
HOXC10,12,53985162,53990279,4,3,9675,3.4165,0.0003172,0.00013258,0.0012853,0.135555051162791,0.083169776,0.31827232
LINC00452,13,113883717,113924812,79,22,9675,3.3956,0.00034239,0.00028903,0.0033988,0.142994514545455,0.126457506666667,0.436589552095808
LCTL,15,66547468,66565979,46,14,9675,3.3772,0.00036618,0.001707,0.0006655,0.149531637333333,0.318702949494949,0.239788784313725
GPR135,14,59452773,59465396,17,7,9675,3.3633,0.00038513,0.00030457,0.0016312,0.153851062608696,0.130157635348837,0.36114374939759
RPL4,15,66499315,66504855,15,6,9675,3.3559,0.00039551,0.0013608,0.00035508,0.154635994893617,0.297456158139535,0.164887848
JKAMP,14,59484443,59505407,64,10,9675,3.33,0.0004342,0.00049803,0.0033791,0.166226233333333,0.203191642553191,0.436589552095808
POGLUT1,3,119468938,119494708,57,14,9675,3.3192,0.00045133,0.00019255,0.0035457,0.1686402272,0.102291316571429,0.436589552095808
ULK4,3,41239987,41962887,1834,83,9675,3.3146,0.00045886,0.0066176,0.0015635,0.1686402272,0.473171274708171,0.35913595
ZBTB6,9,122908056,122913328,7,4,9675,3.3047,0.00047537,0.00021765,0.0028019,0.168712883076923,0.104839674,0.436589552095808
FABP12,8,81524981,81590596,140,27,9675,3.3035,0.00047742,0.00074852,0.0022493,0.168712883076923,0.254718583703704,0.426114812371134
HYI,1,43450607,43455882,10,6,9675,3.2708,0.00053614,0.0017512,0.00054541,0.179043493333333,0.320174776470588,0.216258151489362
ATP5G3,2,175176258,175181762,13,6,9675,3.2642,0.00054888,0.00013578,0.0040743,0.179043493333333,0.083169776,0.436589552095808
TIPIN,15,66336191,66386737,111,21,9675,3.2641,0.00054912,0.0041312,0.00062157,0.179043493333333,0.426373134782609,0.233101435102041
GEMIN7,19,45075739,45091524,54,8,9675,3.2616,0.00055387,0.0091663,0.00021087,0.179043493333333,0.513536368292683,0.141416445714286
ATF2,2,175072250,175168206,190,19,9675,3.2609,0.00055537,0.00056856,0.0039612,0.179043493333333,0.213221603265306,0.436589552095808
ALG14,1,94981565,95072964,178,24,9675,3.2355,0.00060723,0.0031357,0.001239,0.184972223225806,0.390147701960784,0.316220333333333
ZBTB26,9,122918029,122931551,12,7,9675,3.234,0.00061042,0.0002385,0.003219,0.184972223225806,0.106894536585366,0.436589552095808
CLPX,15,65150446,65185404,22,10,9675,3.2303,0.00061829,0.00099957,0.0024959,0.184972223225806,0.274761147826087,0.436589552095808
CCDC64,12,119989799,120094495,166,17,9675,3.2299,0.00061921,0.0012419,0.0026274,0.184972223225806,0.293527524050633,0.436589552095808
DHRS2,14,23630115,23645639,3,2,9675,3.2276,0.00062409,0.00092052,0.00058451,0.184972223225806,0.274761147826087,0.223769911666667
HOXC11,12,53973126,53976419,2,2,9675,3.2228,0.00063469,0.00022821,0.0021009,0.185127991111111,0.104839674,0.416245414736842
TIMMDC1,3,119498521,119524281,85,15,9675,3.2166,0.00064864,0.0010317,0.0021212,0.18624076,0.274761147826087,0.416245414736842
TMEM39A,3,119428960,119463682,79,14,9675,3.1993,0.00068882,0.00087226,0.0049559,0.194734712615385,0.274761147826087,0.436589552095808
RPS9,19,54200557,54207647,53,8,9675,3.1848,0.00072425,0.0011283,0.0057935,0.201648757575758,0.284022476712329,0.436589552095808
ZNF180,19,44474428,44501750,91,17,9675,3.1795,0.0007377,0.0010763,0.0024842,0.202327988059702,0.275231644444444,0.436589552095808
CLU,8,27596917,27615031,27,10,9675,3.1633,0.00077998,0.0005197,0.0035331,0.209916923428571,0.203191642553191,0.436589552095808
ARHGAP31,3,119294289,119419476,372,63,9675,3.1569,0.00079729,0.00022687,0.027214,0.209916923428571,0.104839674,0.638677476372925
CEACAM20,19,44504833,44529945,68,21,9675,3.156,0.00079964,0.00050936,0.0064491,0.209916923428571,0.203191642553191,0.436589552095808
ANKS1A,6,34889261,35098010,394,43,9675,3.1365,0.000855,0.0015783,0.0027898,0.219902018888889,0.306124816842105,0.436589552095808
LRTM2,12,1820267,1836753,54,26,9675,3.1342,0.00086161,0.0055471,0.0011006,0.219902018888889,0.446113353043478,0.30186008358209
C3orf67,3,58734472,59050078,268,25,9675,3.1223,0.00089731,0.00074061,0.01238,0.225876281643836,0.254718583703704,0.518506732142857
PADI1,1,17205123,17246006,115,41,9675,3.1088,0.00093924,0.0030329,0.0029407,0.22960812,0.384362554482759,0.436589552095808
CCDC175,14,59505067,59582114,260,24,9675,3.1081,0.00094147,0.0011933,0.0062587,0.22960812,0.288527378947368,0.436589552095808
ANAPC1,2,111767637,111884186,154,18,9675,3.1056,0.00094962,0.002681,0.001443,0.22960812,0.370421473684211,0.337699706329114
AS3MT,10,102869453,102901899,91,13,9675,3.0978,0.00097494,0.00079832,0.0042714,0.232668797922078,0.266725969454545,0.436589552095808
PPARA,22,46150547,46243756,146,35,9675,3.0848,0.0010184,0.0066601,0.00093026,0.239924594871795,0.474364331782946,0.271340599365079
CD55,1,207321472,207360966,57,9,9675,3.0754,0.0010511,0.001534,0.0053559,0.244493843037975,0.303105204301075,0.436589552095808
STK31,7,23710167,23832513,347,36,9675,3.0668,0.001082,0.0010565,0.0054853,0.2485354,0.275231644444444,0.436589552095808
SH2B2,7,102285059,102321711,58,26,9675,3.0469,0.0011559,0.0010129,0.0080715,0.260164308433735,0.274761147826087,0.440124284866469
CHMP4C,8,81732453,81759515,53,17,9675,3.0435,0.0011692,0.0059931,0.00096085,0.260164308433735,0.451356734426229,0.27588405625
LOC101929373,10,42242499,42277067,19,6,9675,3.042,0.0011751,0.0018312,0.0046968,0.260164308433735,0.32284335,0.436589552095808
SNRNP70,19,49085140,49108613,39,16,9675,3.0161,0.0012802,0.002441,0.003032,0.273378338461538,0.353195401574803,0.436589552095808
SZT2,1,43384830,43454247,72,13,9675,3.012,0.0012978,0.0098268,0.0013268,0.273378338461538,0.516645911864407,0.32080627368421
TAF11,6,34877778,34888071,23,8,9675,3.0051,0.0013276,0.0015323,0.0030437,0.273378338461538,0.303105204301075,0.436589552095808
AKAP12,6,151239999,151358559,398,72,9675,3.0046,0.0013298,0.00058553,0.014452,0.273378338461538,0.2151939856,0.544304909441233
B3GALT1,2,167293061,167870856,1069,116,9675,3.0043,0.0013308,0.12436,0.00023,0.273378338461538,0.790226709265176,0.145740689655172
PLCB1,20,8132254,8884900,1996,184,9675,2.9995,0.0013522,0.093236,0.00069497,0.273378338461538,0.766236465116279,0.245591706153846
TBCA,5,77691169,77776361,220,19,9675,2.9995,0.0013523,0.001689,0.003938,0.273378338461538,0.318702949494949,0.436589552095808
TXNRD3NB,3,126571779,126608555,79,16,9675,2.9991,0.0013538,0.0014459,0.0051663,0.273378338461538,0.301930209090909,0.436589552095808
GAK,4,849277,932390,267,39,9675,2.9935,0.001379,0.0018801,0.0052013,0.275440260869565,0.32284335,0.436589552095808
EPT1,2,26346086,26395891,87,16,9675,2.9875,0.0014065,0.0019517,0.006238,0.277912301075269,0.32284335,0.436589552095808
PLEKHM1,17,45434247,45490780,94,11,9675,2.9806,0.0014384,0.051369,0.00044195,0.279121768421053,0.711744548844146,0.188866818604651
ARIH1,15,72474282,72586560,100,19,9675,2.9796,0.001443,0.00073583,0.025039,0.279121768421053,0.254718583703704,0.627863356948229
ZNF426,19,9526551,9538645,18,4,9675,2.9674,0.0015018,0.0017772,0.0060069,0.28746955,0.320174776470588,0.436589552095808
ARHGAP27,17,45393902,45432916,77,10,9675,2.9624,0.0015264,0.020556,0.00087082,0.289166251546392,0.606525794871795,0.271340599365079
ADCY6,12,48766192,48789037,24,7,9675,2.95,0.001589,0.0042475,0.0016037,0.297953714285714,0.426373134782609,0.360976351219512
CYP4A11,1,46929174,46941499,26,8,9675,2.9386,0.0016484,0.00089765,0.0069188,0.305969680808081,0.274761147826087,0.436589552095808
TMEM178B,7,141073311,141497881,780,103,9675,2.9321,0.0016833,0.0091272,0.0035569,0.309323208,0.512909563302752,0.436589552095808
RNF216,7,5620041,5781730,340,42,9675,2.9224,0.0017365,0.0029655,0.0065755,0.3129506304,0.384238304895105,0.436589552095808
RNF34,12,121400083,121424352,57,8,9675,2.919,0.0017559,0.0021161,0.0084716,0.3129506304,0.326768517647059,0.450090199423631
BET1,7,93962770,94004390,50,16,9675,2.9174,0.0017649,0.0013143,0.012596,0.3129506304,0.297456158139535,0.518506732142857
ADAM10,15,58595204,58749978,210,25,9675,2.9109,0.0018019,0.0019558,0.0079296,0.3129506304,0.32284335,0.436589552095808
NRSN1,6,24126186,24147529,46,21,9675,2.9065,0.0018273,0.0032484,0.0030844,0.3129506304,0.390147701960784,0.436589552095808
PRR11,17,59155499,59206709,70,13,9675,2.9017,0.0018555,0.0038988,0.0048408,0.3129506304,0.421437345882353,0.436589552095808
LOC105379045,5,77772649,77776194,12,5,9675,2.9014,0.0018572,0.0010784,0.0065119,0.3129506304,0.275231644444444,0.436589552095808
RFPL4B,6,112347330,112351296,12,5,9675,2.9009,0.0018603,0.0053304,0.0033414,0.3129506304,0.442451421428571,0.436589552095808
DSTYK,1,205142503,205211599,130,16,9675,2.8861,0.0019504,0.0013578,0.019842,0.3129506304,0.297456158139535,0.585957761526232
XRN2,20,21303304,21389825,131,18,9675,2.8859,0.0019514,0.0020721,0.016604,0.3129506304,0.324647857627119,0.563497010989011
CD180,5,67181009,67196789,21,9,9675,2.8827,0.0019716,0.002648,0.0031642,0.3129506304,0.368633696969697,0.436589552095808
SGCG,13,23160506,23325165,942,101,9675,2.8825,0.001973,0.0053581,0.0053409,0.3129506304,0.442451421428571,0.436589552095808
LOC105374314,3,160032259,160040364,27,13,9675,2.8812,0.0019808,0.00060308,0.019343,0.3129506304,0.217298001568627,0.585957761526232
TIGD2,4,89112817,89114901,3,2,9675,2.8753,0.0020185,0.0023971,0.0021519,0.3129506304,0.349596107936508,0.416245414736842
POU2F1,1,167220829,167427345,190,26,9675,2.8728,0.0020344,0.0011444,0.029971,0.3129506304,0.284182356756757,0.662353201923077
ABCB8,7,151028422,151047782,41,11,9675,2.8705,0.0020489,0.0012496,0.012475,0.3129506304,0.293527524050633,0.518506732142857
KBTBD13,15,65076816,65079938,8,3,9675,2.8667,0.0020738,0.0014625,0.0060207,0.3129506304,0.301952008791209,0.436589552095808
TRIAP1,12,120443961,120446412,3,1,9675,2.8665,0.0020752,0.0019183,0.002538,0.3129506304,0.32284335,0.436589552095808
GALNT7,4,173168753,173323967,215,34,9675,2.8654,0.0020823,0.0046219,0.0038232,0.3129506304,0.431308459330144,0.436589552095808
LOC105376902,19,49056589,49060965,10,6,9675,2.8649,0.0020858,0.0027947,0.0028244,0.3129506304,0.378183445255474,0.436589552095808
RAB35,12,120095094,120116839,52,15,9675,2.8641,0.0020908,0.0086424,0.0024199,0.3129506304,0.508421868338558,0.436589552095808
GNPNAT1,14,52775193,52791668,11,6,9675,2.8609,0.0021124,0.00093094,0.0098748,0.3129506304,0.274761147826087,0.471862269090909
ZNF121,19,9565616,9584545,39,5,9675,2.8601,0.0021173,0.0020582,0.0057727,0.3129506304,0.324647857627119,0.436589552095808
STRBP,9,123109494,123268576,110,23,9675,2.8588,0.0021262,0.0014953,0.012491,0.3129506304,0.301952008791209,0.518506732142857
BRPF3,6,36196773,36232790,36,12,9675,2.8584,0.0021288,0.0029901,0.0044561,0.3129506304,0.384238304895105,0.436589552095808
TAL2,9,105662457,105663112,1,1,9675,2.8525,0.0021688,0.002222,0.002222,0.314930267625899,0.340262266666667,0.425327833333333
CHPT1,12,101697639,101729074,62,19,9675,2.8463,0.0022112,0.0014918,0.0084992,0.314930267625899,0.301952008791209,0.450090199423631
BEST3,12,69643508,69699416,209,25,9675,2.8446,0.0022231,0.0017634,0.0090647,0.314930267625899,0.320174776470588,0.45636243715847
UIMC1,5,176905005,177022571,160,17,9675,2.8378,0.0022712,0.0052262,0.0078664,0.314930267625899,0.442451421428571,0.436589552095808
OR10J5,1,159535078,159536007,2,2,9675,2.8378,0.0022716,0.00085702,0.007187,0.314930267625899,0.274761147826087,0.436589552095808
ACTR1A,10,102479229,102502755,59,8,9675,2.8378,0.0022716,0.0036408,0.0063934,0.314930267625899,0.404548746987952,0.436589552095808
SEMA3D,7,84995192,85186855,211,37,9675,2.8333,0.0023034,0.0013921,0.014325,0.314930267625899,0.297456158139535,0.544304909441233
ARL14EPL,5,116050393,116059426,58,8,9675,2.8324,0.0023099,0.0023425,0.0071222,0.314930267625899,0.347143387096774,0.436589552095808
NEGR1,1,71402942,72282847,1448,121,9675,2.8273,0.0023468,0.0079549,0.0077975,0.314930267625899,0.499770946938775,0.436589552095808
TXNRD3,3,126607052,126655124,92,17,9675,2.8269,0.0023499,0.0016016,0.013006,0.314930267625899,0.306572933333333,0.526199789010989
CXCL11,4,76033682,76036197,20,4,9675,2.8258,0.0023579,0.0068646,0.0047754,0.314930267625899,0.477817763636364,0.436589552095808
SLC6A17,1,110150510,110202202,90,20,9675,2.8252,0.0023625,0.0033629,0.0065586,0.314930267625899,0.391118040506329,0.436589552095808
PLOD2,3,146069436,146161495,233,19,9675,2.8239,0.0023723,0.15178,0.00028566,0.314930267625899,0.797624546754361,0.159069338181818
CD80,3,119523948,119559634,114,29,9675,2.8225,0.0023822,0.0047193,0.0049543,0.314930267625899,0.431308459330144,0.436589552095808
RBFA,18,80034346,80050652,56,11,9675,2.8177,0.0024185,0.0049055,0.0056681,0.3174454,0.431308459330144,0.436589552095808
TPRA1,3,127573064,127595059,20,10,9675,2.8123,0.0024596,0.0010291,0.020057,0.320550422695035,0.274761147826087,0.585957761526232
SLC25A15,13,40789411,40812460,75,14,9675,2.8061,0.0025076,0.0025428,0.0093098,0.324504630985915,0.356690784732824,0.457655754010695
PYCRL,8,143603913,143609614,14,6,9675,2.8,0.0025548,0.0020804,0.0059646,0.325495988965517,0.324647857627119,0.436589552095808
SEC61G,7,54752247,54759246,24,6,9675,2.7985,0.0025669,0.0029329,0.0037885,0.325495988965517,0.384238304895105,0.436589552095808
CFAP61,20,20052514,20360714,798,71,9675,2.7983,0.0025684,0.029296,0.001721,0.325495988965517,0.655684053075995,0.367733674418605
KCNA7,19,49067418,49072941,23,5,9675,2.7918,0.0026211,0.083713,0.00027517,0.326734825974026,0.753496872371638,0.1580163725
C20orf96,20,270863,290778,98,23,9675,2.7883,0.002649,0.0036095,0.0071651,0.326734825974026,0.404548746987952,0.436589552095808
GUCA1C,3,108907644,108955188,160,28,9675,2.7868,0.0026614,0.00035965,0.075342,0.326734825974026,0.150202918181818,0.82806095761194
ZCCHC8,12,122471599,122501073,34,9,9675,2.7837,0.002687,0.001717,0.014107,0.326734825974026,0.318702949494949,0.544304909441233
SLC24A3,20,19212646,19722897,1202,113,9675,2.7828,0.0026946,0.034358,0.001393,0.326734825974026,0.67263704398827,0.332438545454545
CGRRF1,14,54509869,54539309,28,10,9675,2.7808,0.0027116,0.0045577,0.0066408,0.326734825974026,0.431308459330144,0.436589552095808
BMP5,6,55753653,55875593,184,41,9675,2.7806,0.0027129,0.015158,0.0020647,0.326734825974026,0.552665492063492,0.416245414736842
SLC35G2,3,136819019,136855892,77,9,9675,2.7787,0.0027287,0.0032477,0.028683,0.326734825974026,0.390147701960784,0.651531288888889
HPGDS,4,94298556,94342876,119,18,9675,2.7776,0.0027382,0.0020325,0.011025,0.326734825974026,0.324647857627119,0.492450038834951
GDPD1,17,59220467,59275970,75,11,9675,2.7719,0.0027862,0.0077157,0.0055817,0.328697792405063,0.495873191724138,0.436589552095808
PRKAG2,7,151556114,151877231,928,140,9675,2.7701,0.0028019,0.025418,0.0033335,0.328697792405063,0.63293464516129,0.436589552095808
COA5,2,98599323,98608518,11,4,9675,2.7683,0.0028174,0.0022576,0.010241,0.328697792405063,0.342856674380165,0.483775362467866
LMOD1,1,201896456,201946588,88,21,9675,2.7673,0.0028262,0.051867,0.00035892,0.328697792405063,0.711744548844146,0.164887848
BPHL,6,3118376,3153198,59,13,9675,2.7506,0.0029746,0.099902,0.00052906,0.339741801226994,0.775558269634607,0.216258151489362
GNPTAB,12,101745497,101830867,140,25,9675,2.7501,0.0029788,0.0014209,0.018063,0.339741801226994,0.300120211494253,0.577157694682676
LY86,6,6588701,6654983,269,59,9675,2.7495,0.0029843,0.0011785,0.054878,0.339741801226994,0.288527378947368,0.778297526436782
RBM12B,8,93731500,93741012,12,5,9675,2.7475,0.003003,0.0042693,0.0079889,0.339741801226994,0.426373134782609,0.438220974328358
OR4E2,14,21665083,21666024,4,3,9675,2.7463,0.0030136,0.015541,0.00090209,0.339741801226994,0.55881703125,0.271340599365079
SLC2A13,12,39755021,40106074,672,81,9675,2.7431,0.0030428,0.0010189,0.04324,0.340942029268293,0.274761147826087,0.735073998149861
CNNM2,10,102918293,103078587,309,27,9675,2.7404,0.0030686,0.003321,0.007656,0.341749052121212,0.391118040506329,0.436589552095808
INPP4A,2,98444858,98594067,159,18,9675,2.732,0.0031479,0.0018926,0.043914,0.344501642105263,0.32284335,0.740194038496792
SCN7A,2,166403468,166494258,187,27,9675,2.7302,0.0031645,0.0019573,0.014305,0.344501642105263,0.32284335,0.544304909441233
GOLGA8M,15,28698695,28718510,12,5,9675,2.7296,0.0031706,0.019663,0.0010393,0.344501642105263,0.596704501650165,0.293818104615385
CYP2S1,19,41193207,41207539,23,9,9675,2.7291,0.0031754,0.002338,0.014901,0.344501642105263,0.347143387096774,0.544304909441233
C9orf69,9,136110220,136118885,24,11,9675,2.7262,0.0032033,0.0015826,0.019733,0.344501642105263,0.306124816842105,0.585957761526232
ZBTB42,14,104800596,104804712,5,3,9675,2.726,0.0032058,0.0020552,0.0074758,0.344501642105263,0.324647857627119,0.436589552095808
HOXB3,17,48548870,48590282,75,20,9675,2.7145,0.0033185,0.0024704,0.014329,0.352998735632184,0.3546568,0.544304909441233
POP5,12,120579045,120581452,9,4,9675,2.7124,0.0033395,0.0036465,0.0062357,0.352998735632184,0.404548746987952,0.436589552095808
CPN1,10,100042308,100081901,101,25,9675,2.7121,0.0033425,0.00056479,0.05568,0.352998735632184,0.213221603265306,0.778625356653992
PLEKHG3,14,64704413,64746905,79,18,9675,2.7063,0.0034023,0.0070303,0.007458,0.355398104545455,0.480406022304833,0.436589552095808
ADAMTSL1,9,17906603,18910950,2991,246,9675,2.7061,0.0034039,0.013822,0.02778,0.355398104545455,0.545005268292683,0.646183898734177
LBH,2,30231531,30260033,81,20,9675,2.7034,0.0034317,0.01138,0.0028172,0.356276379661017,0.533414444444444,0.436589552095808
LARP4B,10,806914,988323,346,39,9675,2.6958,0.003511,0.0054604,0.017252,0.362461438202247,0.44300731277533,0.574372834224599
CGB7,19,49054274,49057788,18,7,9675,2.6915,0.0035567,0.0082418,0.0036006,0.365128040223464,0.502134743606557,0.436589552095808
GOLGA6B,15,72608556,72667397,28,11,9675,2.6895,0.0035782,0.0013718,0.03061,0.365294462222222,0.297456158139535,0.667087990521327
RABGAP1,9,122941009,123104868,162,24,9675,2.6854,0.0036222,0.0012619,0.041472,0.366843520879121,0.293527524050633,0.723420393194707
EDEM3,1,184690491,184754907,91,13,9675,2.6844,0.0036333,0.0028195,0.018544,0.366843520879121,0.378183445255474,0.579077989813243
ADIPOR2,12,1690981,1788679,220,26,9675,2.6813,0.0036666,0.0047584,0.0061078,0.366980704347826,0.431308459330144,0.436589552095808
PLA2R1,2,159932002,160062902,340,43,9675,2.6806,0.0036746,0.011965,0.0054527,0.366980704347826,0.54021828009828,0.436589552095808
TMEM220,17,10713322,10730329,58,4,9675,2.6754,0.0037324,0.02802,0.0012607,0.370111983157895,0.65051965743073,0.317351002739726
LOC105374474,4,8847235,8853617,12,7,9675,2.6726,0.0037629,0.0019677,0.013877,0.370111983157895,0.32284335,0.542561174468085
ADARB2,10,1177313,1737498,1908,187,9675,2.6714,0.003777,0.037426,0.0047878,0.370111983157895,0.67263704398827,0.436589552095808
LOC102723456,17,36861674,36863150,5,3,9675,2.6698,0.003795,0.0013099,0.015705,0.370111983157895,0.297456158139535,0.548659847908745
FAIM2,12,49866896,49903977,75,26,9675,2.6682,0.0038135,0.010221,0.0065082,0.370111983157895,0.516799758241758,0.436589552095808
SDAD1,4,75949906,75990962,72,14,9675,2.667,0.0038268,0.0095531,0.0079216,0.370111983157895,0.516546696811594,0.436589552095808
VSX2,14,74239472,74262738,78,16,9675,2.6617,0.0038872,0.030575,0.0011673,0.373985273298429,0.657435921387283,0.306432925714286
LEKR1,3,156826307,157047659,525,40,9675,2.6557,0.0039568,0.0020847,0.049365,0.378698733333333,0.324647857627119,0.762295159663866
DCXR,17,82035881,82037697,5,2,9675,2.6523,0.0039977,0.0033228,0.0067567,0.379592125560538,0.391118040506329,0.436589552095808
SNAPC5,15,66490328,66497808,19,9,9675,2.6445,0.0040909,0.063764,0.00077635,0.379592125560538,0.732504605616606,0.259385592727273
HIF3A,19,46297046,46343433,131,31,9675,2.6422,0.0041187,0.012507,0.0053384,0.379592125560538,0.54173457208238,0.436589552095808
KCNA6,12,4806885,4851114,201,32,9675,2.6415,0.0041275,0.0023178,0.027708,0.379592125560538,0.347143387096774,0.646141150823828
ANKS3,16,4696510,4734377,63,17,9675,2.6414,0.0041282,0.0059206,0.012113,0.379592125560538,0.449574155371901,0.51525112962963
