GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
BAG2,6,57172306,57185215,12,3,9675,3.4045,0.00033148,0.0002279,0.00074854,0.1218255296,0.115704235675676,0.259472461090909
KHDRBS2,6,61630484,62286195,1308,56,9675,3.3266,0.0004395,0.0002903,0.0097835,0.158357882352941,0.128649093953488,0.486480421052632
RAB43,3,129087569,129122150,22,7,9675,3.3143,0.0004593,0.00058104,0.0024528,0.162309553846154,0.190664125714286,0.437286508474576
SNTB1,8,120535745,120812069,621,66,9675,3.2888,0.00050308,0.00069093,0.0034596,0.172863712592593,0.210362406575342,0.442029353623188
UBE2D1,10,58334979,58370753,51,14,9675,3.2861,0.00050798,0.00082733,0.0022772,0.172863712592593,0.210362406575342,0.437286508474576
ISY1-RAB43,3,129087569,129161230,50,14,9675,3.2156,0.00065088,0.00081463,0.0051448,0.217464925090909,0.210362406575342,0.442029353623188
WDPCP,2,63120762,63840825,1086,48,9675,3.199,0.00068944,0.0058789,0.0013143,0.222704446896552,0.456685887866109,0.349905291428571
CUX1,7,101815904,102283958,942,85,9675,3.195,0.00069914,0.052698,9.0181e-05,0.222704446896552,0.671130099447514,0.0879397987368421
ARFRP1,20,63698642,63708013,14,3,9675,3.1934,0.00070292,0.0028556,0.00077502,0.222704446896552,0.38025004057971,0.259472461090909
PCGF5,10,91163012,91284331,232,28,9675,3.1813,0.00073317,0.00046988,0.016875,0.228351388474576,0.183713082553191,0.568814608058608
NUCB1,19,48900050,48923283,73,21,9675,3.1734,0.00075339,0.005018,0.00052995,0.230738244,0.444005923636364,0.221326390909091
TPMT,6,18128311,18155165,67,14,9675,3.1648,0.00077592,0.00076474,0.0027608,0.231116730322581,0.210362406575342,0.437286508474576
ZKSCAN1,7,100015572,100045143,34,10,9675,3.1634,0.00077978,0.0017337,0.0016969,0.231116730322581,0.303414011428571,0.399772235897436
RTEL1,20,63657810,63696253,129,24,9675,3.1498,0.00081685,0.00080311,0.0054176,0.23785435,0.210362406575342,0.442029353623188
NT5DC1,6,116100823,116245690,265,34,9675,3.1403,0.00084398,0.0019855,0.0039307,0.23785435,0.317265634782609,0.442029353623188
CBLC,19,44777861,44800646,46,15,9675,3.1355,0.00085791,0.00044262,0.0050605,0.23785435,0.176817067826087,0.442029353623188
PALB2,16,23603162,23641357,83,11,9675,3.1349,0.0008597,0.038722,0.00017934,0.23785435,0.624581208828523,0.131007754285714
ITGA5,12,54395261,54419266,16,6,9675,3.1279,0.00088034,0.00076509,0.0067333,0.23785435,0.210362406575342,0.446682746570397
CRYL1,13,20403667,20525873,394,61,9675,3.1251,0.00088869,0.0043607,0.0019733,0.23785435,0.441326901098901,0.422062391208791
MON1B,16,77190919,77199646,34,11,9675,3.12,0.00090419,0.00055818,0.004131,0.23785435,0.186493012363636,0.442029353623188
C4orf47,4,185405235,185449828,107,17,9675,3.1166,0.00091466,0.006087,0.0005578,0.23785435,0.458307903202847,0.222828973913043
DNAL1,14,73644875,73703728,123,19,9675,3.1129,0.00092636,0.0027094,0.0021901,0.23785435,0.373141694814815,0.432744920430108
FBP2,9,94558714,94593832,152,22,9675,3.1089,0.00093884,0.013897,0.00025548,0.23785435,0.540921920668058,0.1501606325
FGR,1,27612289,27635561,27,9,9675,3.0999,0.00096804,0.00080985,0.0063157,0.23785435,0.210362406575342,0.442029353623188
JAG1,20,10637684,10674046,106,30,9675,3.0924,0.00099265,0.0013817,0.0051544,0.23785435,0.282112435555556,0.442029353623188
PLK1,16,23678822,23690367,26,7,9675,3.0909,0.00099767,0.0073747,0.00031343,0.23785435,0.462517021160409,0.164559705142857
MEI4,6,77650233,77927045,724,46,9675,3.0832,0.0010238,0.0043284,0.0013529,0.23785435,0.441326901098901,0.350153385915493
MORF4L1,15,78872781,78897739,59,9,9675,3.0828,0.0010252,0.0008085,0.0064857,0.23785435,0.210362406575342,0.442029353623188
MYNN,3,169769649,169789716,26,8,9675,3.0817,0.001029,0.0013662,0.0071132,0.23785435,0.282112435555556,0.450672978694158
CMBL,5,10277595,10308056,88,16,9675,3.0816,0.0010295,0.001042,0.0023346,0.23785435,0.248672623376623,0.437286508474576
ERLIN2,8,37736579,37757801,2,2,9675,3.0799,0.0010355,0.00066241,0.0018685,0.23785435,0.20986976137931,0.418726292682927
NES,1,156668763,156677397,14,4,9675,3.0702,0.0010697,0.00036369,0.0070985,0.240008487804878,0.148514832,0.450672978694158
ANKRD10,13,110878540,110915107,95,14,9675,3.0698,0.001071,0.0056417,0.0012979,0.240008487804878,0.454701224561404,0.349905291428571
FRK,6,115941528,116100728,280,34,9675,3.0601,0.0011062,0.0027978,0.0068019,0.243131980952381,0.378032152941176,0.449197697491039
FBXO46,19,45710629,45730893,17,9,9675,3.0587,0.0011114,0.0019163,0.0030305,0.243131980952381,0.311627688495575,0.442029353623188
OR52R1,11,4803433,4804380,3,2,9675,3.0465,0.0011575,0.00055119,0.0036834,0.249645186516854,0.186493012363636,0.442029353623188
TMEFF1,9,100473238,100577636,185,20,9675,3.0364,0.0011971,0.0030635,0.0019661,0.249645186516854,0.396442788732394,0.422062391208791
LGI3,8,22146830,22156831,18,6,9675,3.0363,0.0011976,0.00054351,0.0058701,0.249645186516854,0.186493012363636,0.442029353623188
ACTRT3,3,169766921,169769895,8,3,9675,3.0361,0.0011981,0.00082659,0.005132,0.249645186516854,0.210362406575342,0.442029353623188
DDIAS,11,82901695,82934659,70,14,9675,3.0334,0.0012091,0.17267,3.5781e-05,0.249645186516854,0.790149751737835,0.0677615
MURC,9,100576867,100588402,33,9,9675,3.0298,0.0012237,0.0078302,0.00038092,0.249852346666667,0.465656165695793,0.189183403243243
BOC,3,113211003,113287463,200,44,9675,3.0143,0.001288,0.0050615,0.0026537,0.260091076923077,0.444005923636364,0.437286508474576
CEACAM19,19,44666592,44684359,11,8,9675,2.9995,0.0013523,0.00072829,0.0060604,0.270107226086957,0.210362406575342,0.442029353623188
NKX6-1,4,84491987,84499141,9,5,9675,2.9837,0.0014238,0.0014507,0.0027439,0.274803073267327,0.286645840860215,0.437286508474576
KHSRP,19,6413104,6424811,13,7,9675,2.981,0.0014365,0.0008663,0.0076744,0.274803073267327,0.215123362162162,0.453455866237942
TXNL1,18,56602387,56638689,55,10,9675,2.98,0.0014411,0.0007816,0.0055442,0.274803073267327,0.210362406575342,0.442029353623188
OR51F1,11,4768979,4769917,18,5,9675,2.9735,0.0014721,0.0017961,0.0062147,0.274803073267327,0.305603088888889,0.442029353623188
GJA4,1,34792958,34795750,9,4,9675,2.9732,0.0014734,0.0011455,0.003265,0.274803073267327,0.264255843902439,0.442029353623188
ZNF229,19,44426251,44448725,69,15,9675,2.9703,0.0014873,0.0045797,0.002559,0.274803073267327,0.444005923636364,0.437286508474576
FGF17,8,22039709,22048809,20,13,9675,2.9681,0.0014981,0.00024047,0.049703,0.274803073267327,0.115806494358974,0.744026148087876
ABL1,9,130713881,130887675,369,49,9675,2.968,0.0014989,0.0017809,0.02024,0.274803073267327,0.305603088888889,0.604764617886179
ZNF3,7,100063847,100082548,22,8,9675,2.9656,0.0015104,0.012425,0.00047677,0.274803073267327,0.525129538461538,0.203747105116279
CNPY4,7,100119642,100125508,8,4,9675,2.9567,0.0015548,0.00074033,0.0051306,0.278714446153846,0.210362406575342,0.442029353623188
MSANTD3-TMEFF1,9,100441906,100577636,234,24,9675,2.9551,0.0015628,0.004371,0.0025453,0.278714446153846,0.441326901098901,0.437286508474576
SLC7A7,14,22773222,22819811,194,43,9675,2.9522,0.0015774,0.0014777,0.015111,0.278714446153846,0.286646256842105,0.556756768627451
PSMD5,9,120814779,120843021,29,10,9675,2.9453,0.0016131,0.00071745,0.013865,0.28065937037037,0.210362406575342,0.546203974304069
PRDX5,11,64318088,64321823,1,1,9675,2.9426,0.0016275,0.00167,0.00167,0.28065937037037,0.300861960784314,0.398639875324675
ZBTB43,9,126804072,126838210,19,10,9675,2.9393,0.0016446,0.001841,0.0048287,0.28065937037037,0.31036895412844,0.442029353623188
COPZ2,17,48026167,48048091,54,15,9675,2.9384,0.0016495,0.00083568,0.013373,0.28065937037037,0.210362406575342,0.538908438596491
VAPA,18,9913958,9960021,110,25,9675,2.9318,0.0016851,0.0036867,0.0026427,0.284086216513761,0.428777210126582,0.437286508474576
DST,6,56457987,56954628,750,64,9675,2.9287,0.0017022,0.00065152,0.024264,0.284172855652174,0.20986976137931,0.629326382022472
LAMC1,1,183023460,183145592,385,19,9675,2.9232,0.0017321,0.0038252,0.0076299,0.284172855652174,0.435826861349693,0.453455866237942
BAHCC1,17,81395464,81466332,127,34,9675,2.9223,0.0017374,0.0037281,0.00578,0.284172855652174,0.43086519245283,0.442029353623188
EIF4ENIF1,22,31436963,31489950,92,19,9675,2.9165,0.0017698,0.001886,0.0056434,0.284172855652174,0.311627688495575,0.442029353623188
RSPH6A,19,45795710,45815347,51,12,9675,2.9157,0.0017745,0.0015415,0.0049619,0.284172855652174,0.292026845360825,0.442029353623188
ATP5O,21,33903453,33915854,35,11,9675,2.915,0.0017784,0.0016911,0.0057351,0.284172855652174,0.301705374757282,0.442029353623188
CCL24,7,75811429,75823356,50,15,9675,2.9019,0.0018544,0.0017129,0.006077,0.293762537931035,0.302656253846154,0.442029353623188
UBE2D2,5,139561166,139628434,44,11,9675,2.8978,0.0018791,0.00070966,0.016838,0.295131124786325,0.210362406575342,0.568814608058608
FGF14,13,101719784,102401774,1464,119,9675,2.8906,0.0019225,0.010714,0.0034212,0.297299580327869,0.510713235443038,0.442029353623188
ANGPT1,8,107249482,107498026,655,72,9675,2.8852,0.0019558,0.0027413,0.008491,0.297299580327869,0.373141694814815,0.46184650887574
RNF144B,6,18277515,18468874,703,64,9675,2.8841,0.001963,0.0029257,0.0099817,0.297299580327869,0.385896,0.486480421052632
FBXW2,9,120756976,120793462,29,8,9675,2.8835,0.0019663,0.0012836,0.017587,0.297299580327869,0.27427248372093,0.571997720353982
ISY1,3,129127416,129161230,22,9,9675,2.8823,0.0019738,0.0019086,0.0074119,0.297299580327869,0.311627688495575,0.453455866237942
BTD,3,15601352,15647642,69,18,9675,2.8727,0.0020349,0.0014819,0.0071695,0.3024395584,0.286646256842105,0.451187438356164
TXNDC2,18,9885726,9888159,6,4,9675,2.8717,0.0020415,0.014773,0.00047603,0.3024395584,0.54583256916996,0.203747105116279
NMU,4,55595229,55636698,107,20,9675,2.8692,0.0020573,0.00294,0.0064223,0.3024395584,0.385896,0.442029353623188
APOBEC3A,22,38957522,38963183,5,3,9675,2.8601,0.0021178,0.0026922,0.0025022,0.306864730708661,0.373141694814815,0.437286508474576
IL19,1,206798870,206842981,98,22,9675,2.8596,0.0021208,0.003626,0.0056533,0.306864730708661,0.428777210126582,0.442029353623188
AP2A1,19,49766923,49807112,88,19,9675,2.8543,0.0021569,0.0052615,0.0023121,0.30964995625,0.444005923636364,0.437286508474576
RIF1,2,151409883,151534202,211,26,9675,2.8495,0.0021895,0.0062955,0.0035727,0.309858339393939,0.458307903202847,0.442029353623188
NUP43,6,149724315,149746572,28,7,9675,2.8472,0.0022053,0.002643,0.010462,0.309858339393939,0.373141694814815,0.495159979434447
PLXNC1,12,94148723,94307675,477,84,9675,2.8456,0.0022161,0.001535,0.01771,0.309858339393939,0.292026845360825,0.573667661971831
OR51G1,11,4923374,4924339,6,4,9675,2.8443,0.0022258,0.0041996,0.001979,0.309858339393939,0.441326901098901,0.422062391208791
NDNF,4,121035627,121072518,82,19,9675,2.8365,0.0022808,0.0014039,0.0093722,0.314106179104478,0.283495235164835,0.480430875138122
DRG1,22,31399553,31434186,48,13,9675,2.8351,0.0022905,0.0012632,0.015875,0.314106179104478,0.27427248372093,0.564356554307116
CEP120,5,123344885,123423592,182,16,9675,2.8287,0.0023371,0.0014431,0.018615,0.31812258962963,0.286645840860215,0.584770730375427
AMPD3,11,10450321,10507579,185,42,9675,2.8241,0.0023706,0.0011656,0.02217,0.320309894117647,0.264255843902439,0.621554278787879
GIN1,5,103086000,103120169,68,10,9675,2.8134,0.0024507,0.0022184,0.022921,0.32673299020979,0.337146446280992,0.628651188059702
CLASP2,3,33496245,33718356,286,34,9675,2.8106,0.0024724,0.0035275,0.0078875,0.32673299020979,0.426131032679739,0.45674761509434
HES7,17,8120590,8125739,10,6,9675,2.8055,0.0025122,0.0048144,0.0024711,0.32673299020979,0.444005923636364,0.437286508474576
VSTM2B,19,29525431,29564551,137,29,9675,2.8038,0.0025254,0.0027295,0.0099206,0.32673299020979,0.373141694814815,0.486480421052632
ZSCAN21,7,100049767,100065042,13,4,9675,2.8027,0.0025335,0.010111,0.00121,0.32673299020979,0.502196095490716,0.331865074626866
HOXB2,17,48542655,48545031,6,3,9675,2.8025,0.0025351,0.017752,0.00065677,0.32673299020979,0.56465874010327,0.236643245490196
SOX17,8,54457935,54460896,6,3,9675,2.8016,0.0025426,0.0052111,0.001773,0.32673299020979,0.444005923636364,0.404158567901235
FAM49A,2,16549459,16665866,254,57,9675,2.7932,0.0026091,0.001209,0.022994,0.332808369655172,0.267669686746988,0.628654055964654
BLOC1S3,19,45178745,45217078,131,34,9675,2.7911,0.0026261,0.00050437,0.079369,0.332808369655172,0.186493012363636,0.817614532518066
SLCO1C1,12,20695355,20753386,209,36,9675,2.7819,0.0027022,0.036172,0.0014952,0.335031232,0.619907687150838,0.37129452972973
CLPTM1,19,44954585,44993346,85,14,9675,2.7806,0.0027129,0.0016164,0.011157,0.335031232,0.300029963636364,0.508737052109181
MPPED1,22,43412014,43507808,291,60,9675,2.7789,0.0027274,0.0054994,0.012052,0.335031232,0.451311278571429,0.524804625592417
SKIV2L2,5,55307748,55425581,220,14,9675,2.778,0.0027345,0.0048339,0.022228,0.335031232,0.444005923636364,0.621554278787879
MCM7,7,100092728,100101940,17,6,9675,2.778,0.0027348,0.047168,0.00077661,0.335031232,0.651027568862276,0.259472461090909
FNDC5,1,32862268,32872492,12,6,9675,2.7717,0.0027881,0.0038473,0.0056774,0.339298845033113,0.435826861349693,0.442029353623188
PEAK1,15,77100829,77420104,353,31,9675,2.7678,0.0028215,0.003548,0.018646,0.341084983006536,0.426131032679739,0.584770730375427
CYB561,17,63432304,63446361,13,7,9675,2.7657,0.0028399,0.015458,0.00095698,0.341084983006536,0.549431736943907,0.293091074666667
CCM2L,20,32010379,32032182,31,12,9675,2.7614,0.002878,0.0061544,0.0040858,0.343416415584416,0.458307903202847,0.442029353623188
MYO1H,12,109388277,109449004,252,31,9675,2.7569,0.0029179,0.0017526,0.013004,0.344856266666667,0.303828090566038,0.532208249443207
SLC5A3,21,34073523,34106262,27,8,9675,2.7558,0.0029276,0.021046,0.0011392,0.344856266666667,0.569205217893218,0.322060603076923
RAB27A,15,55202966,55289828,246,37,9675,2.7534,0.0029494,0.0035032,0.0057182,0.345211301910828,0.426131032679739,0.442029353623188
STKLD1,9,133376413,133406096,83,14,9675,2.7464,0.0030129,0.0025953,0.032683,0.348358108176101,0.373141694814815,0.679231407407407
OR56A4,11,6002051,6003148,3,1,9675,2.7462,0.0030142,0.0030038,0.0032316,0.348358108176101,0.391473963120567,0.442029353623188
VPS53,17,508668,714856,524,53,9675,2.7408,0.0030643,0.0096204,0.0039285,0.351038668322981,0.502196095490716,0.442029353623188
PPAP2A,5,55424842,55535370,227,19,9675,2.7396,0.0030756,0.0043099,0.021195,0.351038668322981,0.441326901098901,0.618262548895899
SCN2A,2,165130149,165392310,535,60,9675,2.7361,0.0031087,0.0028492,0.014818,0.352626365432099,0.38025004057971,0.556756768627451
C6orf99,6,158869855,158918005,172,36,9675,2.7328,0.0031403,0.0025483,0.014394,0.354025477300614,0.371647307936508,0.554531720164609
CXCL6,4,73836556,73838760,3,3,9675,2.7194,0.0032699,0.0050832,0.0025869,0.360767888372093,0.444005923636364,0.437286508474576
GP9,3,129055449,129062411,4,3,9675,2.7167,0.0032965,0.0025346,0.0063305,0.360767888372093,0.371647307936508,0.442029353623188
FBXL2,3,33277442,33403554,213,24,9675,2.7158,0.0033062,0.0022196,0.031085,0.360767888372093,0.337146446280992,0.669877031505251
SLC25A42,19,19063966,19113030,63,15,9675,2.7157,0.0033065,0.001668,0.02485,0.360767888372093,0.300861960784314,0.632867431693989
COL16A1,1,31652247,31704167,81,23,9675,2.7153,0.0033103,0.0026346,0.012328,0.360767888372093,0.373141694814815,0.524992111111111
PSME3,17,42833142,42843760,2,2,9675,2.7142,0.0033218,0.0050288,0.0026802,0.360767888372093,0.444005923636364,0.437286508474576
OSM,22,30262826,30266840,5,4,9675,2.7114,0.0033505,0.017295,0.0010418,0.360767888372093,0.56465874010327,0.30387486984127
GFRA1,10,116056925,116273614,521,81,9675,2.7106,0.0033579,0.0011287,0.11143,0.360767888372093,0.264255843902439,0.860583596638655
TSPYL4,6,116249964,116254098,8,4,9675,2.7088,0.0033768,0.003507,0.0076025,0.360767888372093,0.426131032679739,0.453455866237942
TRIM35,8,27284886,27311319,34,10,9675,2.706,0.0034053,0.021071,0.0016704,0.361709784971098,0.569205217893218,0.398639875324675
BTBD19,1,44807457,44814199,12,6,9675,2.6993,0.0034743,0.0016388,0.013853,0.366918027586207,0.300861960784314,0.546203974304069
ADARB2,10,1177313,1737498,1908,186,9675,2.6894,0.0035785,0.019909,0.0080243,0.375762948571429,0.569205217893218,0.459359927725857
PTK2B,8,27311482,27459391,333,35,9675,2.6871,0.0036037,0.015649,0.0031787,0.376259040909091,0.554077117533719,0.442029353623188
DEFB131,4,9444534,9450514,11,5,9675,2.6786,0.003696,0.0013407,0.015956,0.381635191208791,0.282112435555556,0.564356554307116
TRPM6,9,74722495,74888094,230,44,9675,2.6765,0.0037198,0.00091524,0.043128,0.381635191208791,0.2242460032,0.720773541818182
MTMR9,8,11284491,11328146,85,13,9675,2.6751,0.0037359,0.0046802,0.011114,0.381635191208791,0.444005923636364,0.508036975124378
PLK3,1,44799952,44805995,7,3,9675,2.6732,0.0037564,0.0026697,0.00746,0.381635191208791,0.373141694814815,0.453455866237942
SLC9A9,3,143265221,143848531,1529,150,9675,2.6729,0.0037594,0.0018906,0.056018,0.381635191208791,0.311627688495575,0.773393514650639
WDR7,18,56651343,57029805,752,74,9675,2.6711,0.0037798,0.00051644,0.11431,0.381635191208791,0.186493012363636,0.863007625308135
FAM180A,7,135729598,135748867,63,20,9675,2.6671,0.0038257,0.010215,0.0052147,0.383342207179487,0.502196095490716,0.442029353623188
HYLS1,11,125883614,125900646,39,11,9675,2.6655,0.003844,0.010032,0.0050807,0.383342207179487,0.502196095490716,0.442029353623188
OLFML1,11,7485369,7511897,84,17,9675,2.6639,0.0038621,0.0090559,0.0047355,0.383342207179487,0.496749905671642,0.442029353623188
MSANTD3,9,100427213,100451734,55,9,9675,2.6615,0.00389,0.046322,0.00088393,0.383342207179487,0.647450062357414,0.280053408275862
SLC22A18AS,11,2887344,2903945,38,16,9675,2.6567,0.003945,0.019096,0.0019985,0.383342207179487,0.565686784,0.422062391208791
CYB5A,18,74253292,74292016,137,22,9675,2.655,0.0039651,0.0068845,0.0064695,0.383342207179487,0.458307903202847,0.442029353623188
CD209,19,7739988,7747605,15,8,9675,2.6538,0.0039795,0.0012765,0.024874,0.383342207179487,0.27427248372093,0.632867431693989
IL6R,1,154405193,154469450,130,25,9675,2.6518,0.004003,0.0020164,0.037055,0.383342207179487,0.319425572413793,0.700537736625514
SURF1,9,133351805,133356485,7,4,9675,2.6514,0.0040082,0.0034984,0.008326,0.383342207179487,0.426131032679739,0.46184650887574
INSL5,1,66797741,66801259,6,5,9675,2.6495,0.0040303,0.0079033,0.0040464,0.383342207179487,0.466455912820513,0.442029353623188
UBN1,16,4847446,4882401,92,20,9675,2.6487,0.0040403,0.0069286,0.0063928,0.383342207179487,0.458307903202847,0.442029353623188
CDH11,16,64945226,65126112,378,41,9675,2.6464,0.0040677,0.0065773,0.014523,0.383342207179487,0.458307903202847,0.554531720164609
BLOC1S2,10,100273278,100286712,19,8,9675,2.6464,0.0040679,0.010248,0.0047945,0.383342207179487,0.502196095490716,0.442029353623188
HACL1,3,15560704,15601852,46,18,9675,2.6406,0.0041376,0.00726,0.0059855,0.386147853807107,0.462517021160409,0.442029353623188
MAFB,20,40685848,40689240,2,2,9675,2.6405,0.0041397,0.0023965,0.0079914,0.386147853807107,0.355145838709677,0.459359927725857
